Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count_power,Hour_power,Temperature(C)_power,Humidity(%)_power,Wind speed (m/s)_power,Visibility (10m)_power,Dew point temperature(C)_power,Solar Radiation (MJ/m2)_power,Rainfall(mm)_power,Snowfall (cm)_power,Rented Bike Count_standard,Hour_standard,Temperature(C)_standard,Humidity(%)_standard,Wind speed (m/s)_standard,Visibility (10m)_standard,Dew point temperature(C)_standard,Solar Radiation (MJ/m2)_standard,Rainfall(mm)_standard,Snowfall (cm)_standard,Year,Month,Day,Seasons_Spring,Seasons_Summer,Seasons_Winter
2017-12-01,449,12,1.7,23,1.4,2000,-17.2,1.11,0.0,0.0,Winter,0,1,-0.0920133994208133,0.15632703999990796,-0.9268332749781972,-1.8004948160283012,-0.15110569456697281,0.9782138263713812,-1.5319745649436416,1.2328709117971133,-0.2528587957378049,-0.23078529814731363,-0.3963064321757003,0.07223151185146152,-0.9362682591307239,-1.7300634256474376,-0.31354552202194064,0.925871347770635,-1.6289759192287205,0.6226445864454626,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,451,13,2.4,25,1.6,2000,-15.6,1.16,0.0,0.0,Winter,0,1,-0.08824019536274179,0.29093154817922007,-0.8676026458234395,-1.6878191550644082,0.06324817717328256,0.9782138263713812,-1.4321173474115614,1.260248752434145,-0.2528587957378049,-0.23078529814731363,-0.39320546780752025,0.21669453555438456,-0.8776621310143281,-1.631837634067426,-0.12054019752526428,0.925871347770635,-1.5064609052507785,0.6802020775682567,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,447,14,3.0,26,2.0,2000,-14.6,1.01,0.0,0.0,Winter,0,1,-0.09579752843688655,0.4229129543697935,-0.8169575861271762,-1.6320391343606822,0.4458285642899886,0.9782138263713812,-1.369414836691682,1.1718291905815652,-0.2528587957378049,-0.23078529814731363,-0.39940739654388024,0.36115755925730764,-0.8274283069145604,-1.5827247382774203,0.265470451468088,0.925871347770635,-1.4298890215145645,0.507529604199874,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,463,15,2.1,36,3.2,2000,-11.4,0.54,0.0,0.0,Winter,0,1,-0.06582599765357017,0.5524925693080546,-0.8929663128542151,-1.0914100655746948,1.342148677910877,0.9782138263713812,-1.1670448107604838,0.7067041430537209,-0.2528587957378049,-0.23078529814731363,-0.37459968159844026,0.5056205829602307,-0.902779043064212,-1.0915957803773628,1.4235023984481454,0.925871347770635,-1.18485899355868,-0.03351081235439209,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,484,16,1.2,54,4.2,793,-7.0,0.24,0.0,0.0,Winter,0,1,-0.027491748210371713,0.6798604399435577,-0.9692574599570367,-0.1760899889641052,1.908733540014546,-1.1388069401828635,-0.8833259854231345,0.09385786309828113,-0.2528587957378049,-0.23078529814731363,-0.34203955573255024,0.6500836066631537,-0.9781297792138636,-0.20756365615725933,2.3885290209315264,-1.0584644313665799,-0.8479427051193388,-0.37885575909115776,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,555,17,0.8,58,1.6,2000,-6.5,0.08,0.0,0.0,Winter,0,1,0.09463455706256327,0.8051813383565366,-1.0032836065445416,0.019787415564501934,0.06324817717328256,0.9782138263713812,-0.8505635552053096,-0.46204742279815253,-0.2528587957378049,-0.23078529814731363,-0.23195532066216018,0.7945466303660768,-1.0116189952803754,-0.011112072997236332,-0.12054019752526428,0.925871347770635,-0.8096567632512318,-0.5630397306840994,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,862,18,0.6,66,1.4,2000,-5.0,0.0,0.0,0.0,Winter,0,1,0.5296632912846594,0.9285993352843654,-1.0203312890281604,0.40496672729470556,-0.15110569456697281,0.9782138263713812,-0.7514432092732961,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,0.24404270985347004,0.9390096540689998,-1.0283636033136312,0.3817910933228097,-0.31354552202194064,0.925871347770635,-0.6947989376469109,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,600,19,0.0,77,1.7,2000,-3.5,0.0,0.0,0.0,Winter,0,1,0.1668568318812332,1.050241349538124,-1.0716528900726716,0.9221176715090895,0.1642270132107492,0.9782138263713812,-0.6508026679424274,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.16218362237811015,1.0834726777719228,-1.078597427413399,0.922032947012873,-0.024037535276926307,0.925871347770635,-0.5799411120425901,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,426,20,-0.3,79,1.5,1913,-3.5,0.0,0.0,0.0,Winter,0,1,-0.13621134747452285,1.1702199422808413,-1.0974400574011345,1.0147649162560772,-0.04175238959430207,0.8007087895522944,-0.6508026679424274,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.43196752240977027,1.227935701474846,-1.103714339463283,1.0202587385928845,-0.21704285977360246,0.7828413454633129,-0.5799411120425901,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,405,21,-0.8,81,0.8,1687,-3.6,0.0,0.0,0.0,Winter,0,1,-0.17793974070489862,1.288635545064852,-1.140579676625397,1.1070190626922418,-0.9236514213348751,0.3557189727298076,-0.657568633799113,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.4645276482756603,1.372398725177769,-1.1455758595464227,1.118484530172896,-0.8925614955119692,0.41129214406728093,-0.5875983004162114,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,398,22,-0.9,83,1.5,1380,-3.4,0.0,0.0,0.0,Winter,0,1,-0.19216062366483705,1.4055782568446935,-1.1492272981670224,1.1988913080879735,-0.04175238959430207,-0.20882501220421226,-0.644027641119563,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.4753810235642903,1.516861748880692,-1.1539481635630506,1.2167103217529074,-0.21704285977360246,-0.09342292154591285,-0.5722839236689687,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-01,323,23,-1.3,84,1.0,1265,-3.6,0.0,0.0,0.0,Winter,0,1,-0.35587076170338583,1.5211293084254502,-1.1838724287818965,1.2446875579320045,-0.6403265394818515,-0.40747210361617836,-0.657568633799113,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5916671873710404,1.661324772583615,-1.1874373796295623,1.2658232175429132,-0.699556171015293,-0.2824855682739822,-0.5875983004162114,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,1,0.0,0.0,1.0
2017-12-02,328,0,-1.8,87,1.1,994,-3.6,0.0,0.0,0.0,Winter,0,1,-0.3442316879188911,-1.9029667229920768,-1.2272847840535466,1.381532039674651,-0.509277032044582,-0.8450169482597031,-0.657568633799113,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5839147764505903,-1.661324772583615,-1.2292988997127021,1.4131619049129305,-0.6030535087669547,-0.7280158053462151,-0.5875983004162114,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,308,1,-2.2,86,0.6,990,-4.2,0.0,0.0,0.0,Winter,0,1,-0.39150495906716143,-1.6548714178068267,-1.262086177963001,1.3360066950286507,-1.240913886094437,-0.851132248096147,-0.6979852289603842,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.6149244201323903,-1.516861748880692,-1.262788115779214,1.3640490091229247,-1.0855668200086455,-0.7345918974063219,-0.6335414306579398,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,262,2,-2.9,86,1.5,1256,-4.9,0.0,0.0,0.0,Winter,0,1,-0.5083530939845091,-1.4402626230863573,-1.323117159996374,1.3360066950286507,-0.04175238959430207,-0.42270559114246087,-0.7447856693045074,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.6862466006005304,-1.372398725177769,-1.3213942438956097,1.3640490091229247,-0.21704285977360246,-0.2972817754092224,-0.6871417492732895,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,167,3,-3.5,81,2.2,1221,-6.2,0.0,0.0,0.0,Winter,0,1,-0.8006978185851219,-1.2448659140211593,-1.3755407907070563,1.1070190626922418,0.6181030649183701,-0.48150492250671545,-0.830843398404732,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.8335424080890804,-1.227935701474846,-1.3716280679953772,1.118484530172896,0.4584757759647644,-0.35482258093515656,-0.7866851981303675,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,89,4,-3.8,79,2.0,1167,-6.9,0.0,0.0,0.0,Winter,0,1,-1.1385786773178277,-1.062615751923865,-1.401786438545285,1.0147649162560772,0.4458285642899886,-0.5708231868835844,-0.8767836149378517,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.9544800184481005,-1.0834726777719228,-1.396744980045261,1.0202587385928845,0.265470451468088,-0.4435998237465978,-0.8402855167457174,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,79,5,-4.0,79,1.5,1202,-7.1,0.0,0.0,0.0,Winter,0,1,-1.1944797487897938,-0.8902006496764786,-1.4192950998650489,1.0147649162560772,-0.04175238959430207,-0.5131271893181678,-0.8898634329847253,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.9699848402890006,-0.9390096540689998,-1.4134895880785168,1.0202587385928845,-0.21704285977360246,-0.38605901822066363,-0.8555998934929601,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,70,6,-4.3,82,2.1,1178,-6.9,0.0,0.0,0.0,Winter,0,1,-1.2488239857313683,-0.7255567218594322,-1.445574527521042,1.1530022462697174,0.5333762730977949,-0.5527682963417043,-0.8767836149378517,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.9839391799458106,-0.7945466303660768,-1.4386065001284007,1.1675974259629018,0.3619731137164262,-0.42551557058130424,-0.8402855167457174,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,146,7,-4.4,81,2.5,1276,-7.1,0.0,0.0,0.0,Winter,0,1,-0.879305722313682,-0.5672855260770301,-1.4543385535384197,1.1070190626922418,0.8570300844843216,-0.3887907807537778,-0.8898634329847253,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.8661025339549705,-0.6500836066631537,-1.4469788041450289,1.118484530172896,0.7479837627097785,-0.2644013151086886,-0.8555998934929601,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,219,8,-4.2,79,2.1,1436,-7.3,0.01,0.0,0.0,Winter,0,1,-0.6303156577642389,-0.41438295112345,-1.4368125832926613,1.0147649162560772,0.5333762730977949,-0.10947681301484508,-0.9029238153831537,-0.7927405595877064,-0.2528587957378049,-0.23078529814731363,-0.7529173345164004,-0.5056205829602307,-1.430234196111773,1.0202587385928845,0.3619731137164262,-0.0013576327044182148,-0.870914270240203,-0.6436202182560113,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,328,9,-2.9,68,1.6,1487,-7.9,0.3,0.0,0.0,Winter,0,1,-0.3442316879188911,-0.26609655569355023,-1.323117159996374,0.5000069230742691,0.06324817717328256,-0.017553363589459373,-0.941993192825956,0.2511758416274567,-0.2528587957378049,-0.23078529814731363,-0.5839147764505903,-0.36115755925730764,-1.3213942438956097,0.4800168849028212,-0.12054019752526428,0.08248754106194298,-0.9168574004819313,-0.30978676974380465,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,334,10,-0.4,57,1.6,1309,-7.8,0.8,0.0,0.0,Winter,0,1,-0.33041569874143106,-0.12184366116530035,-1.106053430725822,-0.02896422246416525,0.06324817717328256,-0.332336816355061,-0.935492938418365,1.008760956126759,-0.2528587957378049,-0.23078529814731363,-0.5746118833460503,-0.21669453555438456,-1.1120866434799108,-0.06022496878724208,-0.12054019752526428,-0.21014855561280785,-0.9092002121083099,0.2657881414841381,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,388,11,1.9,49,1.8,1406,-7.7,1.0,0.0,0.0,Winter,0,1,-0.21276053180824026,0.01883886783013442,-0.9098924364194468,-0.42439363129626173,0.26147882814083423,-0.16290794596828187,-0.928988234260171,1.1652141337127253,-0.2528587957378049,-0.23078529814731363,-0.4908858454051903,-0.07223151185146152,-0.9195236510974678,-0.4531281351072881,0.07246512697141187,-0.05067832315521891,-0.9015430237346884,0.4960181059753151,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,479,12,4.3,41,1.3,1666,-7.8,1.09,0.0,0.0,Winter,0,1,-0.0365194704770306,0.15632703999990796,-0.7075388611203887,-0.8307819983594611,-0.2651852509349836,0.31559438361774866,-0.935492938418365,1.22136312793081,-0.2528587957378049,-0.23078529814731363,-0.3497919666530002,0.07223151185146152,-0.7185883546983971,-0.8460313014273341,-0.4100481842702786,0.37676766075172047,-0.9092002121083099,0.5996215899963449,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,606,13,6.0,36,1.8,1780,-7.9,1.12,0.0,0.0,Winter,0,1,0.1762175157000423,0.29093154817922007,-0.5649557544129626,-1.0914100655746948,0.26147882814083423,0.5359515539282413,-0.941993192825956,1.2385025113179218,-0.2528587957378049,-0.23078529814731363,-0.15288072927357013,0.21669453555438456,-0.5762591864157218,-1.0915957803773628,0.07246512697141187,0.5641862844647632,-0.9168574004819313,0.6341560846700215,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,611,14,7.3,35,1.3,1955,-7.1,0.99,0.0,0.0,Winter,0,1,0.18397221144638415,0.4229129543697935,-0.4562235818548527,-1.1442338965640537,-0.2651852509349836,0.8859819376797016,-0.8898634329847253,1.1584986485268791,-0.2528587957378049,-0.23078529814731363,-0.14512831835312012,0.36115755925730764,-0.46741923419955844,-1.1407086761673686,-0.4100481842702786,0.8518903120944339,-0.8555998934929601,0.48450660775075627,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,589,15,7.6,41,2.3,1953,-4.8,0.74,0.0,0.0,Winter,0,1,0.14953643656952245,0.5524925693080546,-0.4311633120539313,-0.8307819983594611,0.7001838425175048,0.8819034970808691,-0.7381213304990546,0.9509399727717676,-0.2528587957378049,-0.23078529814731363,-0.17923892640310016,0.5056205829602307,-0.44230232214967463,-0.8460313014273341,0.5549784382131022,0.8486022660643805,-0.6794845608996682,0.19671915213678492,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,618,16,6.4,48,2.6,1945,-3.8,0.22,0.0,0.0,Winter,0,1,0.19475985174048738,0.6798604399435577,-0.5314746150481642,-0.4745501755942049,0.9320737110180075,0.8656074929771875,-0.6710742084111241,0.03616662278149001,-0.2528587957378049,-0.23078529814731363,-0.13427494306449014,0.6500836066631537,-0.5427699703492099,-0.5022410308972939,0.8444864249581168,0.8354500819441669,-0.6029126771634542,-0.40187875554027547,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,572,17,6.0,51,2.5,1891,-3.3,0.06,0.0,0.0,Winter,0,1,0.12235044114760969,0.8051813383565366,-0.5649557544129626,-0.3245875865808092,0.8570300844843216,0.7563573754764841,-0.6372433348119068,-0.549850527688853,-0.2528587957378049,-0.23078529814731363,-0.20559712353263015,0.7945466303660768,-0.5762591864157218,-0.3549023435272766,0.7479837627097785,0.7466728391327258,-0.5646267352953473,-0.5860627271332172,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,489,18,5.5,53,1.5,1697,-3.3,0.0,0.0,0.0,Winter,0,1,-0.018524368441829465,0.9285993352843654,-0.6068412525578118,-0.2254323940416247,-0.04175238959430207,0.3749008212604328,-0.6372433348119068,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.3342871448121002,0.9390096540689998,-0.6181207064988615,-0.2566765519472651,-0.21704285977360246,0.42773237421754784,-0.5646267352953473,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,385,19,5.0,52,2.3,1666,-4.0,0.0,0.0,0.0,Winter,0,1,-0.21900758054087588,1.050241349538124,-0.6487673760949471,-0.27493044588834703,0.7001838425175048,0.31559438361774866,-0.6845459285385993,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.4955372919574603,1.0834726777719228,-0.6599822265820013,-0.30578944773727085,0.5549784382131022,0.37676766075172047,-0.618227053910697,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,359,20,4.6,51,1.2,1585,-4.6,0.0,0.0,0.0,Winter,0,1,-0.2745205921881715,1.1702199422808413,-0.6823398153525251,-0.3245875865808092,-0.38441467082800534,0.16285038673174912,-0.724771754452424,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5358498287438003,1.227935701474846,-0.6934714426485131,-0.3549023435272766,-0.5065508465186168,0.24360179653455857,-0.6641701841524253,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,377,21,4.1,55,1.2,1448,-4.1,0.0,0.0,0.0,Winter,0,1,-0.23582230089619663,1.288635545064852,-0.7243481458494481,-0.12689992420099236,-0.38441467082800534,-0.0879706236492601,-0.6912695461392538,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5079411494301803,1.372398725177769,-0.7353329627316529,-0.15845076036725358,-0.5065508465186168,0.018370643475902063,-0.6258842422843184,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,354,22,3.5,54,1.5,1446,-4.9,0.0,0.0,0.0,Winter,0,1,-0.2854927421414621,1.4055782568446935,-0.7748272245727429,-0.1760899889641052,-0.04175238959430207,-0.09156026723816994,-0.7447856693045074,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5436022396642504,1.516861748880692,-0.7855667868314206,-0.20756365615725933,-0.21704285977360246,0.015082597445848684,-0.6871417492732895,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-02,366,23,4.0,56,1.0,1352,-4.0,0.0,0.0,0.0,Winter,0,1,-0.25932488346747495,1.5211293084254502,-0.7327558812232687,-0.07785902125196759,-0.6403265394818515,-0.2578645477935294,-0.6845459285385993,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5249964534551703,1.661324772583615,-0.7437052667482809,-0.10933786457724784,-0.699556171015293,-0.13945556596666017,-0.618227053910697,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,2,0.0,0.0,1.0
2017-12-03,342,0,4.0,58,1.4,1296,-3.5,0.0,0.0,0.0,Winter,0,1,-0.3122425402446905,-1.9029667229920768,-0.7327558812232687,0.019787415564501934,-0.15110569456697281,-0.3546493339086167,-0.6508026679424274,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.5622080258733303,-1.661324772583615,-0.7437052667482809,-0.011112072997236332,-0.31354552202194064,-0.2315208548081548,-0.5799411120425901,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,3,0.0,0.0,1.0
2017-12-03,227,1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,Winter,0,1,-0.6065194942347085,-1.6548714178068267,-0.7411657341182042,0.5473507636650162,0.1642270132107492,-1.528521667162336,-0.4920833366617173,-0.8457613047167766,-0.2528587957378049,-0.23078529814731363,-0.7405134770436804,-1.516861748880692,-0.7520775707649088,0.5291297806928269,-0.024037535276926307,-1.5648235199948004,-0.40382577944929815,-0.6551317164805702,-0.13179988368373619,-0.17189109256898674,2017,12,3,0.0,0.0,1.0
